day,interval,detid,flow,occ,error,city,speed
2017-11-14,73500,N53312T,780.0,23.9545454545455,,bolton,32.561669829222
2017-11-14,73500,N53381H,234.0,6.38796992481203,,bolton,36.6313559322034
2017-11-14,73500,N53382G,570.0,14.614370468029,,bolton,39.0027063599459
2017-11-14,73500,N53391J,738.0,19.724039829303,,bolton,37.4162700129814
2017-11-14,73500,N53391K,54.0,1.15714285714286,1.0,bolton,46.6666666666667
2017-11-14,73500,N53391M,498.0,11.6130081300813,,bolton,42.8829459535144
2017-11-14,73500,N53391Q,174.0,8.69117647058824,,bolton,20.0203045685279
2017-11-14,73500,N53391N,762.0,17.869918699187,,bolton,42.6414922656961
2017-11-14,73500,N52151B,60.0,0.75,1.0,bolton,80.0
2017-11-14,73500,N52151A,24.0,0.3,1.0,bolton,80.0
2017-11-14,73800,N51141G,1116.0,39.8571428571429,1.0,bolton,28.0
2017-11-14,73800,N51151A,312.0,8.21052631578947,1.0,bolton,38.0
2017-11-14,73800,N51151B,792.0,29.3333333333333,1.0,bolton,27.0
2017-11-14,73800,N51151D,720.0,22.5,1.0,bolton,32.0
2017-11-14,73800,N51161W,936.0,42.5454545454546,1.0,bolton,22.0
2017-11-14,73800,N51161X,156.0,5.57142857142857,1.0,bolton,28.0
2017-11-14,73800,N51161Y,828.0,29.5714285714286,1.0,bolton,28.0
2017-11-14,73800,N51161Z,228.0,5.5609756097561,1.0,bolton,41.0
2017-11-14,73800,N51171M,1488.0,67.6363636363637,1.0,bolton,22.0
2017-11-14,73800,N51171N,276.0,5.63265306122449,1.0,bolton,49.0
2017-11-14,73800,N51171R,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51171S,216.0,4.69565217391304,1.0,bolton,46.0
2017-11-14,73800,N51171V,828.0,25.875,1.0,bolton,32.0
2017-11-14,73800,N51231N,552.0,22.08,1.0,bolton,25.0
2017-11-14,73800,N51231O,408.0,11.6571428571429,1.0,bolton,35.0
2017-11-14,73800,N51231P,252.0,14.8235294117647,1.0,bolton,17.0
2017-11-14,73800,N51232K,540.0,19.2857142857143,1.0,bolton,28.0
2017-11-14,73800,N51232L,588.0,21.7777777777778,1.0,bolton,27.0
2017-11-14,73800,N51241B,432.0,13.5,1.0,bolton,32.0
2017-11-14,73800,N51241D,552.0,18.4,1.0,bolton,30.0
2017-11-14,73800,N51241E,900.0,30.0,1.0,bolton,30.0
2017-11-14,73800,N51241F,624.0,36.7058823529412,1.0,bolton,17.0
2017-11-14,73800,N51242G,300.0,13.6363636363636,1.0,bolton,22.0
2017-11-14,73800,N51242H,984.0,30.75,1.0,bolton,32.0
2017-11-14,73800,N51242J,684.0,27.36,1.0,bolton,25.0
2017-11-14,73800,N51321X,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51321S,1440.0,72.0,1.0,bolton,20.0
2017-11-14,73800,N51321R,72.0,0.9,1.0,bolton,80.0
2017-11-14,73800,N51321P,648.0,18.5142857142857,1.0,bolton,35.0
2017-11-14,73800,N51321T,708.0,29.5,1.0,bolton,24.0
2017-11-14,73800,N51381R,336.0,37.3333333333333,1.0,bolton,9.0
2017-11-14,73800,N51381Q,276.0,23.0,1.0,bolton,12.0
2017-11-14,73800,N51381M,288.0,9.6,1.0,bolton,30.0
2017-11-14,73800,N53141D,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53141B,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53141A,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53141C,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53211H,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53211I,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53211E,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53211G,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53222K,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53222J,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53222L,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51261A,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51261H,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51261Y,0.0,0.0,,bolton,0.0
2017-11-14,73800,N51261B,0.0,0.0,,bolton,0.0
2017-11-14,73800,N51261Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N52161J,84.0,1.05,,bolton,80.0
2017-11-14,73800,N51261X,0.0,0.0,,bolton,0.0
2017-11-14,73800,N52161Q,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N52161L,96.0,1.2,,bolton,80.0
2017-11-14,73800,N52171A,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N52171M,36.0,12.0,1.0,bolton,3.0
2017-11-14,73800,N52171K,96.0,24.0,,bolton,4.0
2017-11-14,73800,N52171O,72.0,4.23529411764706,1.0,bolton,17.0
2017-11-14,73800,N52172N,84.0,3.5,1.0,bolton,24.0
2017-11-14,73800,N52152E,336.0,7.81395348837209,1.0,bolton,43.0
2017-11-14,73800,N52151Y,456.0,10.6046511627907,1.0,bolton,43.0
2017-11-14,73800,N51311Z,480.0,9.05660377358491,1.0,bolton,53.0
2017-11-14,73800,N51311M,240.0,6.85714285714286,1.0,bolton,35.0
2017-11-14,73800,N51311A,636.0,19.875,1.0,bolton,32.0
2017-11-14,73800,N52151F,816.0,29.1428571428571,1.0,bolton,28.0
2017-11-14,73800,N52191L,576.0,48.0,1.0,bolton,12.0
2017-11-14,73800,N52191F,84.0,2.54545454545455,1.0,bolton,33.0
2017-11-14,73800,N52191C,576.0,41.1428571428572,1.0,bolton,14.0
2017-11-14,73800,N52211A,96.0,8.72727272727273,1.0,bolton,11.0
2017-11-14,73800,N52191E,156.0,6.24,1.0,bolton,25.0
2017-11-14,73800,N52211B,828.0,37.6363636363636,1.0,bolton,22.0
2017-11-14,73800,N52211D,432.0,14.4,1.0,bolton,30.0
2017-11-14,73800,N51381G,456.0,57.0,1.0,bolton,8.0
2017-11-14,73800,N51381C,732.0,24.4,1.0,bolton,30.0
2017-11-14,73800,N51331K,780.0,24.375,1.0,bolton,32.0
2017-11-14,73800,N51331A,552.0,14.5263157894737,1.0,bolton,38.0
2017-11-14,73800,N51381F,1068.0,178.0,1.0,bolton,6.0
2017-11-14,73800,N51381D,240.0,10.0,1.0,bolton,24.0
2017-11-14,73800,N51331Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51341X,396.0,16.5,1.0,bolton,24.0
2017-11-14,73800,N51331L,144.0,8.47058823529412,1.0,bolton,17.0
2017-11-14,73800,N51341V,588.0,15.4736842105263,1.0,bolton,38.0
2017-11-14,73800,N51331B,600.0,18.1818181818182,1.0,bolton,33.0
2017-11-14,73800,N51341A,600.0,17.1428571428571,1.0,bolton,35.0
2017-11-14,73800,N51343U,672.0,24.8888888888889,1.0,bolton,27.0
2017-11-14,73800,N51342A,528.0,16.5,1.0,bolton,32.0
2017-11-14,73800,N51351S,528.0,17.6,1.0,bolton,30.0
2017-11-14,73800,N51341W,600.0,18.1818181818182,1.0,bolton,33.0
2017-11-14,73800,N51351N,756.0,27.0,1.0,bolton,28.0
2017-11-14,73800,N51351M,312.0,15.6,1.0,bolton,20.0
2017-11-14,73800,N51351B,720.0,22.5,1.0,bolton,32.0
2017-11-14,73800,N51352P,672.0,21.0,1.0,bolton,32.0
2017-11-14,73800,N51351J,624.0,26.0,1.0,bolton,24.0
2017-11-14,73800,N51352Q,504.0,20.16,1.0,bolton,25.0
2017-11-14,73800,N51391I,516.0,13.9459459459459,1.0,bolton,37.0
2017-11-14,73800,N51361O,1116.0,41.3333333333333,1.0,bolton,27.0
2017-11-14,73800,N51391F,504.0,18.6666666666667,1.0,bolton,27.0
2017-11-14,73800,N51391C,564.0,17.0909090909091,1.0,bolton,33.0
2017-11-14,73800,N51391E,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51271H,216.0,7.2,,bolton,30.0
2017-11-14,73800,N51271I,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N51271J,300.0,10.7142857142857,,bolton,28.0
2017-11-14,73800,N53151Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53151B,96.0,1.2,1.0,bolton,80.0
2017-11-14,73800,N53231D,192.0,9.6,,bolton,20.0
2017-11-14,73800,N53241V,12.0,0.15,1.0,bolton,80.0
2017-11-14,73800,N53151A,72.0,3.6,,bolton,20.0
2017-11-14,73800,N53231G,96.0,10.6666666666667,,bolton,9.0
2017-11-14,73800,N53231F,72.0,3.0,1.0,bolton,24.0
2017-11-14,73800,N53241W,336.0,13.44,,bolton,25.0
2017-11-14,73800,N53251K,228.0,9.5,,bolton,24.0
2017-11-14,73800,N53241X,24.0,8.0,1.0,bolton,3.0
2017-11-14,73800,N53291A,420.0,11.0526315789474,,bolton,38.0
2017-11-14,73800,N53251L,108.0,1.14893617021277,,bolton,94.0
2017-11-14,73800,N53291B,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53291C,312.0,13.0,,bolton,24.0
2017-11-14,73800,N53411K,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53411A,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53291Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53411M,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53291Y,72.0,0.9,,bolton,80.0
2017-11-14,73800,N53411P,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53411O,156.0,4.21621621621622,,bolton,37.0
2017-11-14,73800,N53421R,336.0,8.8421052631579,,bolton,38.0
2017-11-14,73800,N53481E,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53421S,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53481G,180.0,4.5,,bolton,40.0
2017-11-14,73800,N53421U,480.0,9.41176470588235,,bolton,51.0
2017-11-14,73800,N53261U,360.0,10.2857142857143,,bolton,35.0
2017-11-14,73800,N53261V,48.0,1.6,1.0,bolton,30.0
2017-11-14,73800,N53481F,36.0,0.45,1.0,bolton,80.0
2017-11-14,73800,N53261F,564.0,20.8888888888889,,bolton,27.0
2017-11-14,73800,N53261W,684.0,17.1,,bolton,40.0
2017-11-14,73800,N53261Y,240.0,4.52830188679245,,bolton,53.0
2017-11-14,73800,N53261X,1092.0,25.3953488372093,,bolton,43.0
2017-11-14,73800,N53271R,300.0,7.89473684210526,,bolton,38.0
2017-11-14,73800,N53271I,588.0,21.7777777777778,,bolton,27.0
2017-11-14,73800,N53272A,276.0,10.2222222222222,,bolton,27.0
2017-11-14,73800,N53281G,672.0,19.2,,bolton,35.0
2017-11-14,73800,N53272E,240.0,6.48648648648649,,bolton,37.0
2017-11-14,73800,N53272D,480.0,10.6666666666667,,bolton,45.0
2017-11-14,73800,N53282H,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53272C,588.0,17.8181818181818,,bolton,33.0
2017-11-14,73800,N53311D,1128.0,40.2857142857143,,bolton,28.0
2017-11-14,73800,N53312B,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53312C,912.0,27.6363636363636,,bolton,33.0
2017-11-14,73800,N53312S,456.0,13.8181818181818,,bolton,33.0
2017-11-14,73800,N53313E,0.0,0.0,1.0,bolton,0.0
2017-11-14,73800,N53311L,12.0,0.226415094339623,1.0,bolton,53.0
2017-11-14,73800,N53312U,264.0,8.25,,bolton,32.0
2017-11-14,73800,N53312T,888.0,26.9090909090909,,bolton,33.0
2017-11-14,73800,N53381H,204.0,5.82857142857143,,bolton,35.0
2017-11-14,73800,N53382G,540.0,14.5945945945946,,bolton,37.0
2017-11-14,73800,N53391J,852.0,23.027027027027,,bolton,37.0
2017-11-14,73800,N53391K,60.0,1.71428571428571,1.0,bolton,35.0
2017-11-14,73800,N53391M,492.0,10.9333333333333,,bolton,45.0
2017-11-14,73800,N53391Q,168.0,9.88235294117647,,bolton,17.0
2017-11-14,73800,N53391N,660.0,14.6666666666667,,bolton,45.0
2017-11-14,73800,N52151B,60.0,0.75,1.0,bolton,80.0
2017-11-14,73800,N52151A,24.0,0.3,1.0,bolton,80.0
2017-11-14,74100,N51141G,1116.0,39.8571428571429,1.0,bolton,28.0
2017-11-14,74100,N51151A,312.0,8.21052631578947,1.0,bolton,38.0
2017-11-14,74100,N51151B,792.0,29.3333333333333,1.0,bolton,27.0
2017-11-14,74100,N51151D,720.0,22.5,1.0,bolton,32.0
2017-11-14,74100,N51161W,936.0,42.5454545454546,1.0,bolton,22.0
2017-11-14,74100,N51161X,156.0,5.57142857142857,1.0,bolton,28.0
2017-11-14,74100,N51161Y,828.0,29.5714285714286,1.0,bolton,28.0
2017-11-14,74100,N51161Z,228.0,5.5609756097561,1.0,bolton,41.0
2017-11-14,74100,N51171M,1488.0,67.6363636363637,1.0,bolton,22.0
2017-11-14,74100,N51171N,276.0,5.63265306122449,1.0,bolton,49.0
2017-11-14,74100,N51171R,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51171S,216.0,4.69565217391304,1.0,bolton,46.0
2017-11-14,74100,N51171V,828.0,25.875,1.0,bolton,32.0
2017-11-14,74100,N51231N,552.0,22.08,1.0,bolton,25.0
2017-11-14,74100,N51231O,408.0,11.6571428571429,1.0,bolton,35.0
2017-11-14,74100,N51231P,252.0,14.8235294117647,1.0,bolton,17.0
2017-11-14,74100,N51232K,540.0,19.2857142857143,1.0,bolton,28.0
2017-11-14,74100,N51232L,588.0,21.7777777777778,1.0,bolton,27.0
2017-11-14,74100,N51241B,432.0,13.5,1.0,bolton,32.0
2017-11-14,74100,N51241D,552.0,18.4,1.0,bolton,30.0
2017-11-14,74100,N51241E,900.0,30.0,1.0,bolton,30.0
2017-11-14,74100,N51241F,624.0,36.7058823529412,1.0,bolton,17.0
2017-11-14,74100,N51242G,300.0,13.6363636363636,1.0,bolton,22.0
2017-11-14,74100,N51242H,984.0,30.75,1.0,bolton,32.0
2017-11-14,74100,N51242J,684.0,27.36,1.0,bolton,25.0
2017-11-14,74100,N51321X,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51321S,1440.0,72.0,1.0,bolton,20.0
2017-11-14,74100,N51321R,72.0,0.9,1.0,bolton,80.0
2017-11-14,74100,N51321P,648.0,18.5142857142857,1.0,bolton,35.0
2017-11-14,74100,N51321T,708.0,29.5,1.0,bolton,24.0
2017-11-14,74100,N51381R,336.0,37.3333333333333,1.0,bolton,9.0
2017-11-14,74100,N51381Q,276.0,23.0,1.0,bolton,12.0
2017-11-14,74100,N51381M,288.0,9.6,1.0,bolton,30.0
2017-11-14,74100,N53141D,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53141B,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53141A,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53141C,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53211H,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53211I,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53211E,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53211G,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53222K,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53222J,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53222L,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51261A,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51261H,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51261Y,132.0,2.98294573643411,,bolton,44.2515592515593
2017-11-14,74100,N51261B,360.0,10.3631756756757,,bolton,34.7383863080685
2017-11-14,74100,N51261Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N52161J,78.0,3.64285714285714,,bolton,21.4117647058824
2017-11-14,74100,N51261X,132.0,2.98294573643411,,bolton,44.2515592515593
2017-11-14,74100,N52161Q,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N52161L,42.0,1.225,,bolton,34.2857142857143
2017-11-14,74100,N52171A,12.0,0.15,1.0,bolton,80.0
2017-11-14,74100,N52171M,36.0,28.0,1.0,bolton,1.28571428571429
2017-11-14,74100,N52171K,42.0,12.075,,bolton,3.47826086956522
2017-11-14,74100,N52171O,24.0,0.3,1.0,bolton,80.0
2017-11-14,74100,N52172N,60.0,1.83157894736842,1.0,bolton,32.7586206896552
2017-11-14,74100,N52152E,336.0,7.81395348837209,1.0,bolton,43.0
2017-11-14,74100,N52151Y,456.0,10.6046511627907,1.0,bolton,43.0
2017-11-14,74100,N51311Z,480.0,9.05660377358491,1.0,bolton,53.0
2017-11-14,74100,N51311M,240.0,6.85714285714286,1.0,bolton,35.0
2017-11-14,74100,N51311A,636.0,19.875,1.0,bolton,32.0
2017-11-14,74100,N52151F,816.0,29.1428571428571,1.0,bolton,28.0
2017-11-14,74100,N52191L,576.0,48.0,1.0,bolton,12.0
2017-11-14,74100,N52191F,84.0,2.54545454545455,1.0,bolton,33.0
2017-11-14,74100,N52191C,576.0,41.1428571428572,1.0,bolton,14.0
2017-11-14,74100,N52211A,96.0,8.72727272727273,1.0,bolton,11.0
2017-11-14,74100,N52191E,156.0,6.24,1.0,bolton,25.0
2017-11-14,74100,N52211B,828.0,37.6363636363636,1.0,bolton,22.0
2017-11-14,74100,N52211D,432.0,14.4,1.0,bolton,30.0
2017-11-14,74100,N51381G,456.0,57.0,1.0,bolton,8.0
2017-11-14,74100,N51381C,732.0,24.4,1.0,bolton,30.0
2017-11-14,74100,N51331K,780.0,24.375,1.0,bolton,32.0
2017-11-14,74100,N51331A,552.0,14.5263157894737,1.0,bolton,38.0
2017-11-14,74100,N51381F,1068.0,178.0,1.0,bolton,6.0
2017-11-14,74100,N51381D,240.0,10.0,1.0,bolton,24.0
2017-11-14,74100,N51331Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51341X,396.0,16.5,1.0,bolton,24.0
2017-11-14,74100,N51331L,144.0,8.47058823529412,1.0,bolton,17.0
2017-11-14,74100,N51341V,588.0,15.4736842105263,1.0,bolton,38.0
2017-11-14,74100,N51331B,600.0,18.1818181818182,1.0,bolton,33.0
2017-11-14,74100,N51341A,600.0,17.1428571428571,1.0,bolton,35.0
2017-11-14,74100,N51343U,672.0,24.8888888888889,1.0,bolton,27.0
2017-11-14,74100,N51342A,528.0,16.5,1.0,bolton,32.0
2017-11-14,74100,N51351S,528.0,17.6,1.0,bolton,30.0
2017-11-14,74100,N51341W,600.0,18.1818181818182,1.0,bolton,33.0
2017-11-14,74100,N51351N,756.0,27.0,1.0,bolton,28.0
2017-11-14,74100,N51351M,312.0,15.6,1.0,bolton,20.0
2017-11-14,74100,N51351B,720.0,22.5,1.0,bolton,32.0
2017-11-14,74100,N51352P,672.0,21.0,1.0,bolton,32.0
2017-11-14,74100,N51351J,624.0,26.0,1.0,bolton,24.0
2017-11-14,74100,N51352Q,504.0,20.16,1.0,bolton,25.0
2017-11-14,74100,N51391I,516.0,13.9459459459459,1.0,bolton,37.0
2017-11-14,74100,N51361O,1116.0,41.3333333333333,1.0,bolton,27.0
2017-11-14,74100,N51391F,504.0,18.6666666666667,1.0,bolton,27.0
2017-11-14,74100,N51391C,564.0,17.0909090909091,1.0,bolton,33.0
2017-11-14,74100,N51391E,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51271H,180.0,5.625,,bolton,32.0
2017-11-14,74100,N51271I,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N51271J,264.0,9.77777777777778,,bolton,27.0
2017-11-14,74100,N53151Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53151B,120.0,6.0,1.0,bolton,20.0
2017-11-14,74100,N53231D,120.0,4.0,,bolton,30.0
2017-11-14,74100,N53241V,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53151A,60.0,3.15789473684211,,bolton,19.0
2017-11-14,74100,N53231G,84.0,14.0,,bolton,6.0
2017-11-14,74100,N53231F,48.0,4.0,1.0,bolton,12.0
2017-11-14,74100,N53241W,252.0,10.5,,bolton,24.0
2017-11-14,74100,N53251K,192.0,5.81818181818182,,bolton,33.0
2017-11-14,74100,N53241X,108.0,12.0,1.0,bolton,9.0
2017-11-14,74100,N53291A,372.0,13.2857142857143,,bolton,28.0
2017-11-14,74100,N53251L,108.0,3.27272727272727,,bolton,33.0
2017-11-14,74100,N53291B,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53291C,324.0,12.0,,bolton,27.0
2017-11-14,74100,N53411K,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53411A,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53291Z,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53411M,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53291Y,48.0,1.6,,bolton,30.0
2017-11-14,74100,N53411P,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53411O,54.0,1.21036585365854,,bolton,44.6146095717884
2017-11-14,74100,N53421R,228.0,5.06666666666667,,bolton,45.0
2017-11-14,74100,N53481E,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53421S,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53481G,126.0,3.6,,bolton,35.0
2017-11-14,74100,N53421U,174.0,4.04651162790698,,bolton,43.0
2017-11-14,74100,N53261U,396.0,11.2125,,bolton,35.3177257525084
2017-11-14,74100,N53261V,24.0,0.312162162162162,1.0,bolton,76.8831168831169
2017-11-14,74100,N53481F,42.0,0.717857142857143,1.0,bolton,58.5074626865672
2017-11-14,74100,N53261F,396.0,12.95,,bolton,30.5791505791506
2017-11-14,74100,N53261W,492.0,11.2625336927224,,bolton,43.6846639862148
2017-11-14,74100,N53261Y,174.0,3.38888888888889,,bolton,51.344262295082
2017-11-14,74100,N53261X,942.0,22.3698241633579,,bolton,42.1102997109387
2017-11-14,74100,N53271R,324.0,9.5625,,bolton,33.8823529411765
2017-11-14,74100,N53271I,348.0,11.9857142857143,,bolton,29.0345649582837
2017-11-14,74100,N53272A,312.0,9.58522727272727,,bolton,32.5500889152341
2017-11-14,74100,N53281G,666.0,19.0334928229665,,bolton,34.9909502262443
2017-11-14,74100,N53272E,228.0,7.00568181818182,,bolton,32.5450121654501
2017-11-14,74100,N53272D,348.0,7.73333333333333,,bolton,45.0
2017-11-14,74100,N53282H,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53272C,534.0,16.4147727272727,,bolton,32.5316718587747
2017-11-14,74100,N53311D,1164.0,40.4428571428571,,bolton,28.7813493465207
2017-11-14,74100,N53312B,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53312C,816.0,31.2,,bolton,26.1538461538462
2017-11-14,74100,N53312S,336.0,9.82857142857143,,bolton,34.1860465116279
2017-11-14,74100,N53313E,0.0,0.0,1.0,bolton,0.0
2017-11-14,74100,N53311L,6.0,0.075,1.0,bolton,80.0
2017-11-14,74100,N53312U,276.0,7.66332046332046,,bolton,36.0157194679565
2017-11-14,74100,N53312T,786.0,30.0,,bolton,26.2
2017-11-14,74100,N53381H,216.0,4.95,,bolton,43.6363636363636
2017-11-14,74100,N53382G,624.0,15.4385964912281,,bolton,40.4181818181818
2017-11-14,74100,N53391J,702.0,21.2727272727273,,bolton,33.0
2017-11-14,74100,N53391K,42.0,0.760326364099949,1.0,bolton,55.2394366197183
2017-11-14,74100,N53391M,390.0,8.7476356396217,,bolton,44.5834755889382
2017-11-14,74100,N53391Q,174.0,8.14285714285714,,bolton,21.3684210526316
2017-11-14,74100,N53391N,468.0,10.5067197610752,,bolton,44.542922114838
2017-11-14,74100,N52151B,60.0,0.75,1.0,bolton,80.0
2017-11-14,74100,N52151A,24.0,0.3,1.0,bolton,80.0
2017-11-13,44100,N51141G,1116.0,39.8571428571429,1.0,bolton,28.0
2017-11-13,44100,N51151A,312.0,8.21052631578947,1.0,bolton,38.0
2017-11-13,44100,N51151B,792.0,29.3333333333333,1.0,bolton,27.0
2017-11-13,44100,N51151D,720.0,22.5,1.0,bolton,32.0
2017-11-13,44100,N51161W,936.0,42.5454545454546,1.0,bolton,22.0
2017-11-13,44100,N51161X,156.0,5.57142857142857,1.0,bolton,28.0
2017-11-13,44100,N51161Y,828.0,29.5714285714286,1.0,bolton,28.0
2017-11-13,44100,N51161Z,228.0,5.5609756097561,1.0,bolton,41.0
2017-11-13,44100,N51171M,1488.0,67.6363636363637,1.0,bolton,22.0
2017-11-13,44100,N51171N,276.0,5.63265306122449,1.0,bolton,49.0
2017-11-13,44100,N51171R,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N51171S,216.0,4.69565217391304,1.0,bolton,46.0
2017-11-13,44100,N51171V,828.0,25.875,1.0,bolton,32.0
2017-11-13,44100,N51231N,552.0,22.08,1.0,bolton,25.0
2017-11-13,44100,N51231O,408.0,11.6571428571429,1.0,bolton,35.0
2017-11-13,44100,N51231P,252.0,14.8235294117647,1.0,bolton,17.0
2017-11-13,44100,N51232K,540.0,19.2857142857143,1.0,bolton,28.0
2017-11-13,44100,N51232L,588.0,21.7777777777778,1.0,bolton,27.0
2017-11-13,44100,N51241B,432.0,13.5,1.0,bolton,32.0
2017-11-13,44100,N51241D,552.0,18.4,1.0,bolton,30.0
2017-11-13,44100,N51241E,900.0,30.0,1.0,bolton,30.0
2017-11-13,44100,N51241F,624.0,36.7058823529412,1.0,bolton,17.0
2017-11-13,44100,N51242G,300.0,13.6363636363636,1.0,bolton,22.0
2017-11-13,44100,N51242H,984.0,30.75,1.0,bolton,32.0
2017-11-13,44100,N51242J,684.0,27.36,1.0,bolton,25.0
2017-11-13,44100,N51321X,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N51321S,1440.0,72.0,1.0,bolton,20.0
2017-11-13,44100,N51321R,72.0,0.9,1.0,bolton,80.0
2017-11-13,44100,N51321P,648.0,18.5142857142857,1.0,bolton,35.0
2017-11-13,44100,N51321T,708.0,29.5,1.0,bolton,24.0
2017-11-13,44100,N51381R,336.0,37.3333333333333,1.0,bolton,9.0
2017-11-13,44100,N51381Q,276.0,23.0,1.0,bolton,12.0
2017-11-13,44100,N51381M,288.0,9.6,1.0,bolton,30.0
2017-11-13,44100,N53141D,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53141B,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53141A,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53141C,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53211H,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53211I,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53211E,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53211G,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53222K,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53222J,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N53222L,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N51261A,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N51261H,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N51261Y,324.0,11.5714285714286,1.0,bolton,28.0
2017-11-13,44100,N51261B,684.0,25.3333333333333,1.0,bolton,27.0
2017-11-13,44100,N51261Z,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N52161J,132.0,4.0,1.0,bolton,33.0
2017-11-13,44100,N51261X,324.0,11.5714285714286,1.0,bolton,28.0
2017-11-13,44100,N52161Q,0.0,0.0,1.0,bolton,0.0
2017-11-13,44100,N52161L,156.0,7.09090909090909,1.0,bolton,22.0
2017-11-13,44100,N52171A,48.0,12.0,1.0,bolton,4.0
